study,domain,instrument,outcome,trange,dir_imp,ctrl_cat,design,n_mbp,m_mbp,sd_mbp,n_ctl,m_ctl,sd_ctl,parse_notes,arm1_label,arm2_label,country,USA,participanttype,contacthours,nr_rand,d1,d2,d3,d4,d5,coi,taught
Lo 2017,Depression,CES-D,Depression,Postintervention,D,passive,Randomized controlled trial,91.0,19.67,8.7,89.0,21.47,9.96,,Mindfulness,Control,China,no,2.selective,9,180,Some,High,Low,High,Some,NR,Y
Lo 2017,Distress,The Parenting Stress Index–Short Form,Stress,Baseline,D,passive,Randomized controlled trial,91.0,118.88,19.11,89.0,119.55,22.43,,Mindfulness,Control,China,no,2.selective,9,180,Some,High,Low,High,Some,NR,Y
Lo 2017,Distress,The Parenting Stress Index–Short Form,Stress,Postintervention,D,passive,Randomized controlled trial,91.0,112.4,19.45,89.0,117.74,21.02,,Mindfulness,Control,China,no,2.selective,9,180,Some,High,Low,High,Some,NR,Y
Lo 2017,Mindfulness,The Interpersonal Mindfulness in Parenting,The Interpersonal Mindfulness in Parenting,Baseline,U,passive,Randomized controlled trial,91.0,96.36,10.9,89.0,96.64,13.4,,Mindfulness,Control,China,no,2.selective,9,180,Some,High,Low,High,Some,NR,Y
Lo 2017,Mindfulness,The Interpersonal Mindfulness in Parenting,The Interpersonal Mindfulness in Parenting,Postintervention,U,passive,Randomized controlled trial,91.0,100.37,10.45,89.0,100.41,13.38,,Mindfulness,Control,China,no,2.selective,9,180,Some,High,Low,High,Some,NR,Y
Lynch 2018,Anxiety,HADS A,Anxiety,Baseline,D,passive,Randomized controlled trial,27.0,9.96,3.61,10.0,8.1,3.03,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Anxiety,HADS A,Anxiety,Postintervention,D,passive,Randomized controlled trial,17.0,7.88,3.6,8.0,10.75,3.92,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Depression,HADS D,Depression,Baseline,D,passive,Randomized controlled trial,28.0,3.93,2.39,10.0,4.7,2.5,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Depression,HADS D,Depression,Postintervention,D,passive,Randomized controlled trial,17.0,3.24,2.75,8.0,5.38,2.72,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Distress,PSS-10,Perceived stress,Baseline,D,passive,Randomized controlled trial,27.0,21.85,5.82,10.0,18.6,5.46,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Distress,PSS-10,Perceived stress,Postintervention,D,passive,Randomized controlled trial,17.0,14.89,7.75,8.0,21.5,7.37,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Mindfulness,FMI short form,Mindfulness,Baseline,U,passive,Randomized controlled trial,28.0,30.5,6.19,10.0,34.4,8.21,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Lynch 2018,Mindfulness,FMI short form,Mindfulness,Postintervention,U,passive,Randomized controlled trial,16.0,39.19,6.23,7.0,31.14,6.3,,Mindfulness,Control,UK,no,1.universal,16,38,Some,High,High,High,Some,Y,Y
Manotas 2014,Distress,PSS-14,Perceived stress,Baseline,D,passive,Randomized controlled trial,35.0,1.68,0.5,41.0,1.62,0.62,,Mindfulness,Control,Colombia,no,2.selective,8,131,Some,High,High,High,Some,NR,Y
Manotas 2014,Distress,PSS-14,Perceived stress,Postintervention,D,passive,Randomized controlled trial,35.0,1.17,0.4,41.0,1.57,0.7,,Mindfulness,Control,Colombia,no,2.selective,8,131,Some,High,High,High,Some,NR,Y
Manotas 2014,Mindfulness,FFMQ,Mindfulness,Baseline,U,passive,Randomized controlled trial,38.0,3.11,0.46,42.0,3.27,0.47,,Mindfulness,Control,Colombia,no,2.selective,8,131,Some,High,High,High,Some,NR,Y
Manotas 2014,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,38.0,3.42,0.34,42.0,3.39,0.48,,Mindfulness,Control,Colombia,no,2.selective,8,131,Some,High,High,High,Some,NR,Y
Moynihan 2013,Cognitive functioning,Trail making test Trails B/A ratio,Executive control,Baseline,D,passive,Cluster randomized controlled trial,108.0,2.0,1.0,111.0,1.9,0.9,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Depression,CES-D R,Depression,Baseline,D,passive,Cluster randomized controlled trial,108.0,5.9,6.8,111.0,4.1,6.3,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Distress,PSS,Perceived stress,Baseline,D,passive,Cluster randomized controlled trial,108.0,13.0,6.3,111.0,11.0,6.7,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Mental wellbeing,PANAS-P in last week,Positive affect,1-6months,U,passive,Cluster randomized controlled trial,100.0,34.63,8.07,100.0,34.36,7.24,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Mental wellbeing,PANAS-P in last week,Positive affect,Baseline,U,passive,Cluster randomized controlled trial,100.0,34.36,7.47,100.0,35.05,7.07,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Mental wellbeing,PANAS-P in last week,Positive affect,Postintervention,U,passive,Cluster randomized controlled trial,100.0,35.31,7.5,100.0,35.03,7.02,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Mindfulness,MAAS,Mindfulness,Baseline,U,passive,Cluster randomized controlled trial,108.0,5.1,0.8,111.0,5.3,0.7,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Psychosomatic outcomes,PSQI,Sleep,1-6months,D,passive,Cluster randomized controlled trial,100.0,5.44,3.32,100.0,5.1,3.6,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Psychosomatic outcomes,PSQI,Sleep,Baseline,D,passive,Cluster randomized controlled trial,100.0,6.22,3.73,100.0,5.29,3.58,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Moynihan 2013,Psychosomatic outcomes,PSQI,Sleep,Postintervention,D,passive,Cluster randomized controlled trial,100.0,5.23,3.36,100.0,5.19,3.66,,Mindfulness,Control,US,yes,1.universal,21,219,High,High,Some,High,Some,NR,Y
Nyklicek 2008,Distress,, ,Baseline,D,passive,Randomized controlled trial,29.0,20.49,8.67,28.0,20.39,8.69,,Mindfulness,Control,Netherlands,no,3.indicated,26,60,Some,High,High,High,Some,NR,NR
Nyklicek 2008,Distress,, ,Postintervention,D,passive,Randomized controlled trial,29.0,14.68,9.21,28.0,17.13,9.21,,Mindfulness,Control,Netherlands,no,3.indicated,26,60,Some,High,High,High,Some,NR,NR
Nyklicek 2008,Mental wellbeing,, ,Baseline,U,passive,Randomized controlled trial,29.0,14.18,7.05,28.0,16.38,7.04,,Mindfulness,Control,Netherlands,no,3.indicated,26,60,Some,High,High,High,Some,NR,NR
Nyklicek 2008,Mental wellbeing,, ,Postintervention,U,passive,Randomized controlled trial,29.0,18.96,6.84,28.0,16.9,6.83,,Mindfulness,Control,Netherlands,no,3.indicated,26,60,Some,High,High,High,Some,NR,NR
Park 2016,Depression,Korean depression scale CES-D scale,Psychological depression,Baseline,D,passive,Randomized controlled trial,26.0,17.62,5.93,26.0,18.08,7.58,,Mindfulness,Control,South Korea,no,1.universal,16,60,Some,High,High,High,Some,N,N
Park 2016,Depression,Korean depression scale CES-D scale,Psychological depression,Postintervention,D,passive,Randomized controlled trial,26.0,12.69,6.87,26.0,17.77,7.52,,Mindfulness,Control,South Korea,no,1.universal,16,60,Some,High,High,High,Some,N,N
Park 2016,Distress,stress response inventory (Koh),Psychological stress,Baseline,D,passive,Randomized controlled trial,26.0,35.12,24.19,26.0,35.88,23.43,,Mindfulness,Control,South Korea,no,1.universal,16,60,Some,High,High,High,Some,N,N
Park 2016,Distress,stress response inventory (Koh),Psychological stress,Postintervention,D,passive,Randomized controlled trial,26.0,23.23,18.95,26.0,32.96,26.52,,Mindfulness,Control,South Korea,no,1.universal,16,60,Some,High,High,High,Some,N,N
Park 2016,Psychosomatic outcomes,Korean Sleep Scale A,Sleep,Baseline,U,passive,Randomized controlled trial,26.0,25.15,6.1,26.0,27.77,8.15,,Mindfulness,Control,South Korea,no,1.universal,16,60,Some,High,High,High,Some,N,N
Park 2016,Psychosomatic outcomes,Korean Sleep Scale A,Sleep,Postintervention,U,passive,Randomized controlled trial,26.0,23.27,3.97,26.0,28.58,7.13,,Mindfulness,Control,South Korea,no,1.universal,16,60,Some,High,High,High,Some,N,N
Perez-Blasco 2013,Distress,DASS total,Psychological Distress,Baseline,D,passive,Randomized controlled trial,13.0,29.85,12.53,8.0,32.25,23.65,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Distress,DASS total,Psychological Distress,Postintervention,D,passive,Randomized controlled trial,13.0,14.31,10.29,8.0,28.75,14.54,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Mental wellbeing,SWLS,Life satisfaction,Baseline,U,passive,Randomized controlled trial,13.0,15.62,1.66,8.0,16.38,2.72,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Mental wellbeing,SWLS,Life satisfaction,Postintervention,U,passive,Randomized controlled trial,13.0,17.69,1.93,8.0,16.75,2.38,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Mindfulness,FFMQ subscales,Mindfulness,Baseline,U,passive,Randomized controlled trial,13.0,124.16,17.18175346,8.0,120.89,19.15,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Mindfulness,FFMQ subscales,Mindfulness,Postintervention,U,passive,Randomized controlled trial,13.0,149.22,14.85,8.0,119.52,21.21,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Relationship with self,SCS-12 subscales Spanish,Self-compassion,Baseline,U,passive,Randomized controlled trial,13.0,3.11,0.38,8.0,3.32,0.69,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2013,Relationship with self,SCS-12 subscales Spanish,Self-compassion,Postintervention,U,passive,Randomized controlled trial,13.0,3.77,0.65,8.0,3.19,0.43,,Mindfulness,Control,Spain,no,2.selective,16,26,Some,High,Some,High,Some,NR,Y
Perez-Blasco 2016,Anxiety,DASS assume validated,Anxiety,Baseline,D,passive,Randomized controlled trial,20.0,0.84,0.68,23.0,0.58,0.4,,Mindfulness,Control,Spain,no,1.universal,20,45,Some,High,Low,High,Some,NR,NR
Perez-Blasco 2016,Anxiety,DASS assume validated,Anxiety,Postintervention,D,passive,Randomized controlled trial,20.0,0.29,0.37,23.0,0.57,0.45,,Mindfulness,Control,Spain,no,1.universal,20,45,Some,High,Low,High,Some,NR,NR
Perez-Blasco 2016,Distress,DASS assume validated,Stress,Baseline,D,passive,Randomized controlled trial,20.0,0.74,0.6,23.0,0.54,0.47,,Mindfulness,Control,Spain,no,1.universal,20,45,Some,High,Low,High,Some,NR,NR
Perez-Blasco 2016,Distress,DASS assume validated,Stress,Postintervention,D,passive,Randomized controlled trial,20.0,0.42,0.34,23.0,0.5,0.56,,Mindfulness,Control,Spain,no,1.universal,20,45,Some,High,Low,High,Some,NR,NR
Perez-Blasco 2016,Real life functioning,,Brief Resilient Coping Scale validated in spanish,Baseline,U,passive,Randomized controlled trial,20.0,2.51,0.5,23.0,2.87,0.51,,Mindfulness,Control,Spain,no,1.universal,20,45,Some,High,Low,High,Some,NR,NR
Perez-Blasco 2016,Real life functioning,,Brief Resilient Coping Scale validated in spanish,Postintervention,U,passive,Randomized controlled trial,20.0,3.36,0.51,23.0,2.86,0.5,,Mindfulness,Control,Spain,no,1.universal,20,45,Some,High,Low,High,Some,NR,NR
Phang 2015,Distress,PSS-10,Perceived Stress,1-6months,D,passive,Randomized controlled trial,37.0,16.32,7.62,38.0,18.7,6.61,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Distress,PSS-10,Perceived Stress,Baseline,D,passive,Randomized controlled trial,37.0,18.11,6.4,38.0,19.58,5.7,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Distress,PSS-10,Perceived Stress,Postintervention,D,passive,Randomized controlled trial,37.0,15.49,5.46,38.0,19.04,5.14,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Mindfulness,MAAS,Mindfulness,1-6months,U,passive,Randomized controlled trial,37.0,4.45,0.77,38.0,4.19,0.85,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Mindfulness,MAAS,Mindfulness,Baseline,U,passive,Randomized controlled trial,37.0,3.99,0.73,38.0,3.91,0.73,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Mindfulness,MAAS,Mindfulness,Postintervention,U,passive,Randomized controlled trial,37.0,4.44,0.78,38.0,4.01,0.88,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Relationship with self,General Self-Efficacy,Self-efficacy,1-6months,U,passive,Randomized controlled trial,37.0,31.81,4.3,38.0,28.97,4.38,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Relationship with self,General Self-Efficacy,Self-efficacy,Baseline,U,passive,Randomized controlled trial,37.0,30.49,4.27,38.0,29.03,4.28,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Phang 2015,Relationship with self,General Self-Efficacy,Self-efficacy,Postintervention,U,passive,Randomized controlled trial,37.0,32.15,3.77,38.0,28.36,4.47,,Mindfulness,Control,Malaysia,no,1.universal,10,75,Low,High,Low,High,Some,NR,Y
Plummer 2018,Distress,PSS (cohen 1983),Perceived stress,1-6months,D,passive,Randomized controlled trial,36.0,13.6,6.3,58.0,15.7,5.9,,Mindfulness,Control,US,yes,1.universal,30,105,Some,High,High,High,Some,N,NR
Plummer 2018,Distress,PSS (cohen 1983),Perceived stress,Baseline,D,passive,Randomized controlled trial,36.0,14.9,5.0,58.0,14.4,5.5,,Mindfulness,Control,US,yes,1.universal,30,105,Some,High,High,High,Some,N,NR
Plummer 2018,Distress,PSS (cohen 1983),Perceived stress,Postintervention,D,passive,Randomized controlled trial,36.0,14.2,5.3,58.0,15.4,6.1,,Mindfulness,Control,US,yes,1.universal,30,105,Some,High,High,High,Some,N,NR
Plummer 2018,Mindfulness,CAMS-R,Mindfulness,1-6months,U,passive,Randomized controlled trial,36.0,36.1,5.9,58.0,33.4,6.4,,Mindfulness,Control,US,yes,1.universal,30,105,Some,High,High,High,Some,N,NR
Plummer 2018,Mindfulness,CAMS-R,Mindfulness,Baseline,U,passive,Randomized controlled trial,36.0,32.9,5.4,58.0,33.2,6.0,,Mindfulness,Control,US,yes,1.universal,30,105,Some,High,High,High,Some,N,NR
Plummer 2018,Mindfulness,CAMS-R,Mindfulness,Postintervention,U,passive,Randomized controlled trial,36.0,35.8,5.0,58.0,33.1,6.3,,Mindfulness,Control,US,yes,1.universal,30,105,Some,High,High,High,Some,N,NR
Pots 2014,Anxiety,HADS A,Anxiety,Baseline,D,passive,Randomized controlled trial,76.0,7.96,3.4,75.0,8.57,3.58,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Anxiety,HADS A,Anxiety,Postintervention,D,passive,Randomized controlled trial,76.0,6.14,3.52,75.0,8.22,3.89,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Depression,CES-D validated in Dutch,Depression,Baseline,D,passive,Randomized controlled trial,76.0,15.62,7.86,75.0,16.46,8.32,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Depression,CES-D validated in Dutch,Depression,Postintervention,D,passive,Randomized controlled trial,76.0,11.79,8.76,75.0,16.43,9.94,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Mental wellbeing,Mental Health Continuum,Wellbeing,Baseline,U,passive,Randomized controlled trial,76.0,2.77,0.85,75.0,2.76,0.82,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Mental wellbeing,Mental Health Continuum,Wellbeing,Postintervention,U,passive,Randomized controlled trial,76.0,3.11,0.91,75.0,2.82,0.95,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Mindfulness,FFMQ subscales,Mindfulness,Baseline,U,passive,Randomized controlled trial,76.0,115.44,16.21,75.0,117.44,19.04,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Pots 2014,Mindfulness,FFMQ subscales,Mindfulness,Postintervention,U,passive,Randomized controlled trial,76.0,133.42,18.57,75.0,120.7,21.81,,Mindfulness,Control,Netherlands,no,3.indicated,16.5,151,Low,High,Low,High,Some,N,N
Richards 2012,Relationship with self,SCS-26,Self-compassion,Postintervention,U,passive,Randomized controlled trial,16.0,3.77,0.6,18.0,3.02,0.67,,Mindfulness,Control,US,yes,1.universal,10,47,Some,High,High,High,Some,NR,Y
Richards 2013,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,11.0,3.72,0.51,14.0,3.04,0.48,,Mindfulness,Control,US,yes,1.universal,10,30,Some,High,Some,High,Some,NR,Y
Richards 2013,Relationship with self,SCS 26,Self-compassion,Postintervention,U,passive,Randomized controlled trial,11.0,3.65,0.56,14.0,2.69,0.56,,Mindfulness,Control,US,yes,1.universal,10,30,Some,High,Some,High,Some,NR,Y
Robins 2012,Mindfulness,FFMQ,Mindfulness,Baseline,U,passive,Randomized controlled trial,20.0,121.6,20.31,21.0,125.1,22.13,,Mindfulness,Control,US,yes,1.universal,24,56,Some,High,High,High,Some,NR,Y
Robins 2012,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,20.0,138.35,13.27,21.0,125.76,21.99,,Mindfulness,Control,US,yes,1.universal,24,56,Some,High,High,High,Some,NR,Y
Robins 2012,Real life functioning,Cognitive Failures Questionnaire,Cognitive Failures,Baseline,D,passive,Randomized controlled trial,20.0,67.0,9.24,21.0,70.17,13.13,,Mindfulness,Control,US,yes,1.universal,24,56,Some,High,High,High,Some,NR,Y
Robins 2012,Real life functioning,Cognitive Failures Questionnaire,Cognitive Failures,Postintervention,D,passive,Randomized controlled trial,20.0,58.9,9.41,21.0,67.6,10.27,,Mindfulness,Control,US,yes,1.universal,24,56,Some,High,High,High,Some,NR,Y
Robins 2012,Relationship with self,SCS-26,Self-compassion,Baseline,U,passive,Randomized controlled trial,20.0,73.2,17.58,21.0,76.95,19.53,,Mindfulness,Control,US,yes,1.universal,24,56,Some,High,High,High,Some,NR,Y
Robins 2012,Relationship with self,SCS-26,Self-compassion,Postintervention,U,passive,Randomized controlled trial,20.0,89.75,15.38,21.0,76.86,20.6,,Mindfulness,Control,US,yes,1.universal,24,56,Some,High,High,High,Some,NR,Y
Roeser 2013,Cognitive functioning,"Operation Span Task total & stringent scores, errors",attention/working memory,Baseline,U,passive,Randomized controlled trial,26.0,49.72,15.38,32.0,53.5,10.92,,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Cognitive functioning,"Operation Span Task total & stringent scores, errors",attention/working memory,Postintervention,U,passive,Randomized controlled trial,24.0,57.16,12.55,32.0,55.4,10.93,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Depression,BDI,Depression,1-6months,D,passive,Randomized controlled trial,24.0,21.09,4.32,27.0,28.43,5.28,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Depression,BDI,Depression,Baseline,D,passive,Randomized controlled trial,28.0,27.46,7.15,27.0,30.57,5.22,,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Depression,BDI,Depression,Postintervention,D,passive,Randomized controlled trial,24.0,22.93,5.21,27.0,29.22,6.77,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Mindfulness,FFMQ,Mindfulness,1-6months,U,passive,Randomized controlled trial,48.0,3.65,0.54,59.0,3.15,0.62,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Mindfulness,FFMQ,Mindfulness,Baseline,U,passive,Randomized controlled trial,54.0,3.3,0.51,59.0,3.13,0.58,,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,48.0,3.61,0.49,59.0,3.18,0.62,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Roeser 2013,Real life functioning,,Number of days absent from work due to illness,Baseline,D,passive,Randomized controlled trial,54.0,3.03,3.67,59.0,3.85,4.67,,Mindfulness,Control,US and Canada,no,2.selective,36,113,Some,High,High,High,Some,NR,Y
Sampl 2017,Anxiety,Prüfungsangstfragebogen,Test anxiety,1-6months,D,passive,Randomized controlled trial,51.0,2.16,0.41,58.0,2.63,0.51,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Sampl 2017,Anxiety,Prüfungsangstfragebogen,Test anxiety,Baseline,D,passive,Randomized controlled trial,51.0,2.6,0.5,58.0,2.73,0.51,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Sampl 2017,Distress,Perceived Stress Questionnaire 20 item,Perceived stress,1-6months,D,passive,Randomized controlled trial,51.0,2.42,0.58,58.0,2.94,0.5,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Sampl 2017,Distress,Perceived Stress Questionnaire 20 item,Perceived stress,Baseline,D,passive,Randomized controlled trial,51.0,2.55,0.65,58.0,2.68,0.62,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Sampl 2017,Mindfulness,MAAS,Mindfulness,1-6months,U,passive,Randomized controlled trial,51.0,3.95,0.8,58.0,3.38,0.88,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Sampl 2017,Mindfulness,MAAS,Mindfulness,Baseline,U,passive,Randomized controlled trial,51.0,3.74,0.9,58.0,3.55,0.91,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Sampl 2017,Real life functioning,grade point average (GPA),Academic performance,1-6months,U,passive,Randomized controlled trial,39.0,1.78,0.53,41.0,2.2,0.77,,Mindfulness,Control,Austria,no,1.universal,20,109,Some,High,High,High,Some,N,NR
Schellekens 2017,Distress,HADS total score,Psychological distress,1-6months,D,passive,Randomized controlled trial,15.0,12.73,7.55,16.0,11.69,6.52,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Distress,HADS total score,Psychological distress,Baseline,D,passive,Randomized controlled trial,21.0,13.81,6.76,23.0,14.74,7.43,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Distress,HADS total score,Psychological distress,Postintervention,D,passive,Randomized controlled trial,16.0,13.88,7.78,19.0,13.42,6.98,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Mindfulness,FFMQ,Mindfulness,1-6months,U,passive,Randomized controlled trial,15.0,132.55,16.07,16.0,133.44,15.53,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Mindfulness,FFMQ,Mindfulness,Baseline,U,passive,Randomized controlled trial,21.0,131.86,15.28,23.0,127.38,17.68,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,16.0,132.21,16.32,19.0,133.44,15.53,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Relationship with self,SCS-26 Dutch,Self-compassion,1-6months,U,passive,Randomized controlled trial,15.0,108.69,17.53,16.0,105.13,18.02,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Relationship with self,SCS-26 Dutch,Self-compassion,Baseline,U,passive,Randomized controlled trial,21.0,107.48,14.07,23.0,103.39,20.13,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schellekens 2017,Relationship with self,SCS-26 Dutch,Self-compassion,Postintervention,U,passive,Randomized controlled trial,16.0,109.13,16.28,19.0,105.22,24.07,,Mindfulness,Control,Netherlands,no,2.selective,26,44,Low,High,Low,High,Low,N,N
Schroeder 2018,Distress,PSS-10,Perceived stress,1-6months,D,passive,Randomized controlled trial,13.0,13.23,5.19,13.0,20.21,6.65,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Distress,PSS-10,Perceived stress,Baseline,D,passive,Randomized controlled trial,16.0,19.43,5.3,17.0,21.64,4.52,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Distress,PSS-10,Perceived stress,Postintervention,D,passive,Randomized controlled trial,15.0,17.93,5.27,14.0,20.14,5.99,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Mindfulness,MAAS,Mindfulness,1-6months,U,passive,Randomized controlled trial,13.0,4.04,1.02,13.0,3.18,0.58,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Mindfulness,MAAS,Mindfulness,Baseline,U,passive,Randomized controlled trial,16.0,3.42,0.96,17.0,3.32,0.76,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Mindfulness,MAAS,Mindfulness,Postintervention,U,passive,Randomized controlled trial,15.0,3.62,0.89,14.0,3.08,0.76,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Real life functioning,Routine survey,Patient Self-Reported Satisfaction With Primary Care Physici,1-6months,U,passive,Randomized controlled trial,13.0,9.19,1.44,13.0,9.04,1.23,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
